"RBFOX1","RBFOX1.2","A2M","AAAS","ENUMERATION","LINEAR1","LINEAR2","LINEAR3","STEP_UP1","STEP_UP2","STEP_DOWN1","STEP_DOWN2","PARABOLA","EXP","SINEWAVE1","SINEWAVE2"
6.23167564313,9.34843880353,10.9819379867,6.88058073975,80,4.688351,7.8287,10.173415,7.106472,6.961556,9.972768,10.868679,7.110073,6.04916,8.718266,7.661912
7.4563765783,10.0667387581,10.1017413457,7.25095958342,81,7.130763,7.850702,10.14072,7.076663,6.952423,9.955302,10.988818,7.100603,6.45961,8.54951,8.090937
6.70038570062,8.87946805316,11.6388334982,7.30647517014,82,6.850502,7.895214,10.021787,7.037108,7.018486,9.946819,10.973261,7.131213,5.740546,8.463293,7.871729
6.79677755123,9.24618926923,11.473036114,7.17304808164,83,7.510432,7.916211,10.119441,6.963773,7.075438,10.235204,11.270222,7.15877,6.520707,8.329021,7.916624
6.42290769381,10.422541795,10.9640303608,6.6729340888,84,6.524478,7.851216,10.00109,6.976999,7.033211,9.8419,11.344996,7.141644,5.866763,8.431656,8.019393
6.61306801236,11.0336879828,11.2884663901,6.75859581665,85,9.063667,7.938233,10.060786,7.105018,7.052031,9.964257,11.437655,7.160886,6.731466,8.682247,8.13206
6.32021769432,9.21524105226,11.7525066625,7.87402149358,86,4.322927,7.909888,9.976828,7.022783,7.07473,9.979897,10.720404,7.17486,6.822845,8.517694,7.672147
5.92563516668,9.80426741458,11.2635103038,6.7594551962,87,7.570387,7.886863,10.041739,6.985905,7.076129,9.928561,11.207083,7.185666,6.540487,8.346129,7.969722
7.8759810025,10.2749184781,10.584553449,7.16476483508,88,7.231392,7.980871,10.049638,7.013499,7.01011,9.983782,11.129402,7.199974,6.795021,8.408117,7.972034
6.52582666571,11.0505147296,10.8762717971,7.33517799963,89,6.118457,7.94593,9.972858,6.980986,7.064003,9.954028,10.670476,7.212401,6.89242,8.338088,8.05103
7.65258948295,10.0866756054,9.97781786658,7.33537152118,90,7.195583,8.018911,10.102419,7.021643,7.011985,10.09136,10.525967,7.227899,6.549176,8.12669,7.771701
7.5272278053,9.21984200896,9.7590434961,7.00934448773,91,6.644532,8.036141,10.016778,6.951855,7.015506,10.179673,11.100951,7.226004,7.120456,8.26242,8.168202
6.88600821484,11.1233311557,11.1598694991,6.74294267057,92,6.611191,8.060739,10.060865,6.959905,7.094958,9.909656,11.362677,7.227897,5.609086,8.35805,7.968557
6.39013009123,10.3965108378,10.6260567754,6.89973535293,93,7.310634,8.059931,10.007693,7.021639,6.971321,10.023229,11.76303,7.252988,6.220486,8.451219,8.224179
5.75114674767,8.99757163451,11.0373478814,7.02206394443,94,6.742292,8.099172,9.998516,6.986204,6.939098,9.866782,10.235017,7.249627,6.136093,8.160221,8.261617
6.56806588673,11.0536703887,11.6146147764,7.0015248124,95,7.72921,8.008394,9.93464,7.082269,6.951225,9.889049,11.081135,7.279587,5.152182,8.292691,8.061832
7.75668623862,9.87926548145,10.1538974968,7.18242797059,96,7.104656,8.039081,9.83489,7.050938,7.016254,10.069255,10.733404,7.278176,7.251565,8.182641,8.21019
7.30379098927,10.3310920781,10.6602245109,7.63174362914,97,8.118922,8.158869,10.028115,6.975505,7.012489,9.834368,10.967305,7.29319,6.200603,8.156188,8.298176
6.70398298908,10.8419998165,9.79524661876,7.22639393584,98,5.946392,8.101253,9.901027,6.938814,7.005568,10.125962,11.39005,7.313681,6.494285,8.005864,8.324381
7.58803315996,10.1348114897,10.749976081,7.53921670672,99,7.536471,8.125559,9.85295,6.931583,7.028434,10.016701,10.813755,7.316117,5.774999,7.89775,8.248146
6.21225557777,8.12494408364,13.6042634368,7.59594810288,100,7.611247,8.074085,9.848022,7.020363,7.011601,9.871769,11.363008,7.321732,7.214386,7.986416,8.404029
6.70821749994,11.1875220865,10.3157982265,6.83863231301,101,8.444233,8.14058,9.914859,6.99548,7.01427,9.990456,10.055187,7.3231,6.689956,8.08353,8.53476
6.4868385015,10.6898962187,10.3701359917,6.39556277606,102,7.948538,8.134972,9.908095,6.988777,6.989611,10.150701,11.999081,7.356432,6.323152,7.948462,8.675043
6.73679155063,10.1823968599,11.8774784622,6.56348300809,103,7.460653,8.126444,9.893089,7.033045,6.971802,9.867368,10.64616,7.346458,6.795295,7.858547,8.325217
7.15016236367,11.1706971336,10.8076435114,6.81474368572,104,7.599571,8.170598,9.836294,7.033624,6.96718,10.076859,11.121838,7.370835,5.499924,7.951986,8.50447
6.17058577333,10.9800296286,11.2583880636,6.28053696241,105,6.991101,8.212902,9.921564,6.973809,7.011794,9.954368,10.991702,7.359881,7.187614,7.91955,8.232056
6.24245454195,10.9312885463,11.0134580246,6.67364991161,106,5.492992,8.229793,9.826801,6.956215,7.088605,10.031496,11.424449,7.375292,6.54283,7.753368,8.468989
6.4007676369,9.28709316176,12.9129721326,7.80955757948,107,9.613799,8.202952,9.878722,7.044863,6.970841,9.885,11.123405,7.406297,6.403978,7.846136,8.31633
7.16034488964,7.00229230135,12.3894361079,7.8629972164,108,6.304256,8.112663,9.831121,7.054771,7.031543,10.001948,12.274498,7.399185,6.675547,7.790233,8.717573
6.4005166685,10.36982578,10.8809547095,6.54901846424,109,8.002211,8.231583,9.829666,7.022164,6.978272,10.164991,11.063312,7.409658,6.082183,7.764437,8.28174
6.65596924954,10.8386604936,11.4854579359,7.29041577284,110,6.845496,8.134548,9.851613,6.98739,7.01914,10.075737,10.757995,7.412984,6.46723,7.723701,8.407911
6.51936648239,9.76155307869,11.5477127199,7.70597571439,111,7.619013,8.259156,9.833225,6.988859,6.879095,9.891598,10.530663,7.430732,6.663338,7.639803,8.581651
6.38690450588,10.4729502294,11.0384942534,6.73486257024,112,7.552707,8.215152,9.737548,7.089799,7.073044,9.982356,10.546096,7.454234,5.784576,7.752614,8.70296
6.16157329131,10.7496933524,10.551452453,6.63708910442,113,8.512022,8.254677,9.763475,6.951372,7.061274,10.037031,11.157297,7.439337,7.260394,7.858896,8.632817
6.28077490973,9.01551447808,10.3823849333,7.77298466828,114,7.19252,8.23953,9.757889,6.958672,7.005644,9.869799,11.439004,7.472658,7.287453,7.594497,8.692519
7.50409879434,10.4923123145,10.0266297817,7.66182384759,115,6.401366,8.270892,9.774524,6.966311,6.958362,9.88424,10.8771,7.464103,7.287516,7.606392,8.269804
6.63526797473,10.7546249658,10.4673304215,7.07206820199,116,7.70638,8.250756,9.726774,6.995223,6.989002,9.954586,10.80525,7.470782,6.805882,7.707218,8.821573
6.43327115209,10.2239188329,11.3199755913,6.79240485992,117,7.601904,8.272686,9.656122,7.046949,6.978108,9.947989,10.728629,7.502081,5.811688,7.389655,8.704267
7.63519592198,10.1177576176,10.1188671361,7.36736359968,118,6.337466,8.27136,9.774728,6.954497,6.998412,9.962676,11.065218,7.490252,6.413328,7.441284,8.760682
6.47424166164,8.21018018553,13.2636741284,8.41721993982,119,9.576454,8.288398,9.534873,7.051756,7.016227,9.949365,10.648954,7.511349,7.025561,7.256887,8.621389
6.8404480253,10.8869828434,10.5030377227,6.91601005302,120,6.925235,8.312279,9.657973,7.061473,7.085199,10.038656,10.476308,7.519346,5.362885,7.341002,8.850283
6.4015535897,9.72921389065,11.4496165114,7.61336959908,121,8.967739,8.255315,9.642713,6.936625,6.909219,10.024909,11.623678,7.502507,6.519094,7.312834,8.856922
5.36464806456,7.95550846591,12.9042206093,8.22593433195,122,5.786571,8.293059,9.673919,6.9304,7.051169,10.022868,10.295739,7.552037,5.903367,7.357164,8.602436
7.19164457427,11.0663724563,10.3181323446,6.01158330925,123,5.629964,8.286061,9.640993,6.992521,7.050747,10.16795,10.98751,7.545596,6.456301,7.375345,8.975128
6.6991970421,10.0628297699,10.9324990145,7.79434689627,124,5.295055,8.392023,9.541802,7.057967,7.05447,10.038853,10.590911,7.542995,6.180686,7.403344,8.875725
6.62724761773,8.00102942439,11.2428164481,7.82147257227,125,6.670797,8.35152,9.640705,7.061782,7.006145,9.92192,10.636476,7.550431,6.335508,7.340296,8.751558
6.18762403448,10.2014058037,11.9700164852,6.58540424191,126,6.831843,8.394796,9.636169,7.058504,6.959574,10.085128,10.499594,7.546237,7.706891,7.204253,8.764144
6.97574076589,9.73049602784,10.5873051018,7.64976722147,127,8.839342,8.432211,9.561202,7.056645,7.020647,10.044828,11.114264,7.576935,6.698823,7.407742,8.974888
7.48913816501,9.66163318793,10.9078116959,7.85241513808,128,5.819478,8.385733,9.543774,6.974256,7.009681,9.947441,10.835119,7.594643,6.793435,7.229293,8.785795
6.31199825687,11.1194744902,10.8279068037,7.0405595485,129,7.187531,8.51787,9.542033,7.069048,6.967813,10.015411,11.447316,7.59541,5.333527,7.245768,8.992037
6.20102640814,9.42592744075,10.694667306,6.79750802237,130,8.200485,8.527555,9.437346,7.080061,6.990344,9.775333,11.724772,7.605072,6.976964,7.34297,8.913565
6.27718950685,9.34662337479,11.2614580551,6.90022048039,131,7.745135,8.396871,9.471062,7.030065,7.034132,9.985824,10.425136,7.586376,6.743654,7.121058,9.049062
6.02852697579,10.3939357909,11.670436613,6.68462850751,132,7.065251,8.51141,9.595144,7.136093,6.975333,10.06898,11.486714,7.622479,6.091714,7.35428,9.131162
5.79760766684,8.21318650667,11.173541369,8.15101606287,133,7.421289,8.442374,9.551188,6.992255,7.062917,9.985766,10.274286,7.624665,5.900572,7.069923,9.054697
6.85327010193,10.6339029925,10.5404671544,6.43823011736,134,7.421192,8.414415,9.522109,6.92452,6.970675,9.967891,11.503555,7.621728,6.751834,7.101139,8.81163
5.9556513193,10.2001700268,11.8901387748,6.50477151035,135,6.858755,8.530739,9.488298,7.012913,6.980517,10.005985,10.358695,7.628078,5.521528,7.044656,8.82086
7.49275472762,10.5301046616,10.8428905937,7.4257890437,136,5.966878,8.486887,9.492224,6.992212,7.085713,9.85132,11.133977,7.642801,7.252369,7.078883,9.048751
6.4518641212,10.9501803959,10.2908015562,6.17886953452,137,8.190803,8.485623,9.490019,6.963777,6.915107,9.987573,11.759096,7.654039,7.341904,7.049224,8.931219
6.28643479948,11.0407959791,10.9819910554,7.57140132984,138,6.126285,8.557245,9.45955,6.990765,7.029305,9.952299,11.508148,7.670545,6.030958,7.192151,9.011765
7.95155634078,9.88219812376,10.5550315238,8.93332196878,139,7.310271,8.529254,9.512407,6.98497,7.009717,10.083081,11.69585,7.660741,6.360482,7.027273,9.011956
6.21591330673,10.5902393457,11.2513268638,6.18102498565,140,6.025323,8.614003,9.504564,7.015091,7.009676,10.005901,11.309077,7.684562,6.980935,7.050733,8.862714
7.73460150775,9.61234572053,9.70515372108,6.77938046097,141,7.643294,8.562702,9.463556,7.038601,6.941168,9.75317,10.999276,7.66719,6.773937,6.941229,9.147613
7.0439040888,9.73537379781,10.812810819,7.1409061452,142,5.752277,8.541916,9.355887,6.965281,6.86332,10.076507,10.741398,7.691698,6.84797,7.064876,9.112989
6.84567655573,11.1194465459,10.6058518462,6.43910107092,143,7.724382,8.542349,9.396772,6.962538,6.961767,9.98251,11.984768,7.702776,7.509631,6.9658,8.853964
6.71097956462,11.0621077417,10.557167006,6.61538735404,144,8.268962,8.567426,9.454338,7.013967,7.117826,9.622914,11.500512,7.719275,6.2461,7.037275,8.888031
7.58491297544,8.98405097529,10.0776755409,7.49765540977,145,7.671682,8.542349,9.444025,6.917031,7.089613,9.935105,11.377663,7.688484,6.727925,7.098677,8.992817
7.68566731554,10.6932179275,9.05783863522,7.50906225586,146,8.275731,8.620776,9.364508,7.08933,6.910044,10.101941,11.527189,7.718488,6.625418,7.092872,9.10489
6.64753797242,10.9168303026,10.1284661771,6.80415419494,147,8.545328,8.565294,9.383579,7.01571,7.043995,9.994557,11.058746,7.707265,7.076714,6.858159,9.092431
6.24894701546,11.5507006391,10.2910815416,7.25166050425,148,7.114561,8.580164,9.399575,6.958746,6.9919,9.950356,10.491143,7.747426,6.98631,7.069986,9.09547
6.44684484803,10.7813354896,11.013880686,6.6718465127,149,4.710824,8.669806,9.418444,7.115543,7.029408,10.048267,10.989052,7.731713,6.900639,6.785732,9.148818
7.498780685,9.43775261205,10.159943022,6.85547783693,150,7.27627,8.587238,9.451543,6.99474,7.061153,10.062438,11.533221,7.745688,6.950927,7.020097,8.993556
7.39715849404,9.6734703137,10.4625918794,7.55558456536,151,6.791845,8.675593,9.2902,7.073895,6.981979,10.095425,11.341457,7.756105,7.497244,7.010359,8.837985
5.93781498467,10.0005804258,10.9745937543,6.52316707538,152,6.403889,8.684796,9.361537,7.036647,6.941503,10.03583,10.481591,7.768911,5.547235,7.117945,8.973565
6.32345688677,9.75942661202,11.3075309943,7.97050055369,153,6.544145,8.649645,9.309048,7.007253,7.016894,10.014687,11.042776,7.774663,6.31451,7.113387,9.023454
7.47611153993,10.0826117302,8.81689153095,6.77328329507,154,7.693151,8.830572,9.353658,6.999251,7.059045,10.178455,12.179202,7.775232,6.616331,6.978602,9.49358
6.64751391569,11.0684433727,10.9117807458,6.8082750199,155,6.960174,8.700173,9.239632,7.017723,6.965565,9.998039,9.951341,7.770765,6.449786,6.980928,8.777516
6.7376590392,10.7805336129,11.045596574,6.67402023066,156,8.33506,8.727622,9.271748,7.008907,7.002261,9.914928,11.815472,7.772459,7.07873,7.056648,9.009613
6.58105307329,10.4363743428,11.080778321,6.76656502026,157,7.547787,8.637281,9.349051,6.998451,6.988263,10.062726,11.259707,7.793972,5.968184,7.070178,9.106392
5.88295600199,10.6451859902,10.485684531,6.66634605266,158,7.564392,8.62368,9.272083,6.951984,7.002972,9.951411,11.098493,7.806397,7.107091,7.017526,8.909191
6.22794316668,10.4148703273,10.9270702548,6.62080096533,159,6.174555,8.818398,9.222723,7.005881,6.940075,10.165597,11.20848,7.80711,6.259639,7.047189,8.863403
6.73355939532,11.1124221081,10.8953138021,6.87825183818,160,7.528194,8.759633,9.268924,6.975783,6.980792,9.829745,11.802893,7.794018,7.332097,7.109716,8.946551
7.01856139521,10.6315423437,10.6806153206,7.29204422558,161,8.605468,8.778719,9.209303,7.010809,6.944297,8.027002,11.465155,7.818983,6.506961,6.993294,8.921502
6.42481288274,10.3967834212,11.8511164181,6.84883826919,162,8.612017,8.823296,9.146694,7.052979,7.030967,7.99672,10.532081,7.813174,7.691637,7.167926,8.978623
